80000000000000000000000000000000,00000000000000000000000000000000,3ad78e726c1ec02b7ebfe92b23d9ec34
c0000000000000000000000000000000,00000000000000000000000000000000,aae5939c8efdf2f04e60b9fe7117b2c2
e0000000000000000000000000000000,00000000000000000000000000000000,f031d4d74f5dcbf39daaf8ca3af6e527
f0000000000000000000000000000000,00000000000000000000000000000000,96d9fd5cc4f07441727df0f33e401a36
f8000000000000000000000000000000,00000000000000000000000000000000,30ccdb044646d7e1f3ccea3dca08b8c0
fc000000000000000000000000000000,00000000000000000000000000000000,16ae4ce5042a67ee8e177b7c587ecc82
fe000000000000000000000000000000,00000000000000000000000000000000,b6da0bb11a23855d9c5cb1b4c6412e0a
ff000000000000000000000000000000,00000000000000000000000000000000,db4f1aa530967d6732ce4715eb0ee24b
ff800000000000000000000000000000,00000000000000000000000000000000,a81738252621dd180a34f3455b4baa2f
ffc00000000000000000000000000000,00000000000000000000000000000000,77e2b508db7fd89234caf7939ee5621a
ffe00000000000000000000000000000,00000000000000000000000000000000,b8499c251f8442ee13f0933b688fcd19
fff00000000000000000000000000000,00000000000000000000000000000000,965135f8a81f25c9d630b17502f68e53
fff80000000000000000000000000000,00000000000000000000000000000000,8b87145a01ad1c6cede995ea3670454f
fffc0000000000000000000000000000,00000000000000000000000000000000,8eae3b10a0c8ca6d1d3b0fa61e56b0b2
fffe0000000000000000000000000000,00000000000000000000000000000000,64b4d629810fda6bafdf08f3b0d8d2c5
ffff0000000000000000000000000000,00000000000000000000000000000000,d7e5dbd3324595f8fdc7d7c571da6c2a
ffff8000000000000000000000000000,00000000000000000000000000000000,f3f72375264e167fca9de2c1527d9606
ffffc000000000000000000000000000,00000000000000000000000000000000,8ee79dd4f401ff9b7ea945d86666c13b
ffffe000000000000000000000000000,00000000000000000000000000000000,dd35cea2799940b40db3f819cb94c08b
fffff000000000000000000000000000,00000000000000000000000000000000,6941cb6b3e08c2b7afa581ebdd607b87
fffff800000000000000000000000000,00000000000000000000000000000000,2c20f439f6bb097b29b8bd6d99aad799
fffffc00000000000000000000000000,00000000000000000000000000000000,625d01f058e565f77ae86378bd2c49b3
fffffe00000000000000000000000000,00000000000000000000000000000000,c0b5fd98190ef45fbb4301438d095950
ffffff00000000000000000000000000,00000000000000000000000000000000,13001ff5d99806efd25da34f56be854b
ffffff80000000000000000000000000,00000000000000000000000000000000,3b594c60f5c8277a5113677f94208d82
ffffffc0000000000000000000000000,00000000000000000000000000000000,e9c0fc1818e4aa46bd2e39d638f89e05
ffffffe0000000000000000000000000,00000000000000000000000000000000,f8023ee9c3fdc45a019b4e985c7e1a54
fffffff0000000000000000000000000,00000000000000000000000000000000,35f40182ab4662f3023baec1ee796b57
fffffff8000000000000000000000000,00000000000000000000000000000000,3aebbad7303649b4194a6945c6cc3694
fffffffc000000000000000000000000,00000000000000000000000000000000,a2124bea53ec2834279bed7f7eb0f938
fffffffe000000000000000000000000,00000000000000000000000000000000,b9fb4399fa4facc7309e14ec98360b0a
ffffffff000000000000000000000000,00000000000000000000000000000000,c26277437420c5d634f715aea81a9132
ffffffff800000000000000000000000,00000000000000000000000000000000,171a0e1b2dd424f0e089af2c4c10f32f
ffffffffc00000000000000000000000,00000000000000000000000000000000,7cadbe402d1b208fe735edce00aee7ce
ffffffffe00000000000000000000000,00000000000000000000000000000000,43b02ff929a1485af6f5c6d6558baa0f
fffffffff00000000000000000000000,00000000000000000000000000000000,092faacc9bf43508bf8fa8613ca75dea
fffffffff80000000000000000000000,00000000000000000000000000000000,cb2bf8280f3f9742c7ed513fe802629c
fffffffffc0000000000000000000000,00000000000000000000000000000000,215a41ee442fa992a6e323986ded3f68
fffffffffe0000000000000000000000,00000000000000000000000000000000,f21e99cf4f0f77cea836e11a2fe75fb1
ffffffffff0000000000000000000000,00000000000000000000000000000000,95e3a0ca9079e646331df8b4e70d2cd6
ffffffffff8000000000000000000000,00000000000000000000000000000000,4afe7f120ce7613f74fc12a01a828073
ffffffffffc000000000000000000000,00000000000000000000000000000000,827f000e75e2c8b9d479beed913fe678
ffffffffffe000000000000000000000,00000000000000000000000000000000,35830c8e7aaefe2d30310ef381cbf691
fffffffffff000000000000000000000,00000000000000000000000000000000,191aa0f2c8570144f38657ea4085ebe5
fffffffffff800000000000000000000,00000000000000000000000000000000,85062c2c909f15d9269b6c18ce99c4f0
fffffffffffc00000000000000000000,00000000000000000000000000000000,678034dc9e41b5a560ed239eeab1bc78
fffffffffffe00000000000000000000,00000000000000000000000000000000,c2f93a4ce5ab6d5d56f1b93cf19911c1
ffffffffffff00000000000000000000,00000000000000000000000000000000,1c3112bcb0c1dcc749d799743691bf82
ffffffffffff80000000000000000000,00000000000000000000000000000000,00c55bd75c7f9c881989d3ec1911c0d4
ffffffffffffc0000000000000000000,00000000000000000000000000000000,ea2e6b5ef182b7dff3629abd6a12045f
ffffffffffffe0000000000000000000,00000000000000000000000000000000,22322327e01780b17397f24087f8cc6f
fffffffffffff0000000000000000000,00000000000000000000000000000000,c9cacb5cd11692c373b2411768149ee7
fffffffffffff8000000000000000000,00000000000000000000000000000000,a18e3dbbca577860dab6b80da3139256
fffffffffffffc000000000000000000,00000000000000000000000000000000,79b61c37bf328ecca8d743265a3d425c
fffffffffffffe000000000000000000,00000000000000000000000000000000,d2d99c6bcc1f06fda8e27e8ae3f1ccc7
ffffffffffffff000000000000000000,00000000000000000000000000000000,1bfd4b91c701fd6b61b7f997829d663b
ffffffffffffff800000000000000000,00000000000000000000000000000000,11005d52f25f16bdc9545a876a63490a
ffffffffffffffc00000000000000000,00000000000000000000000000000000,3a4d354f02bb5a5e47d39666867f246a
ffffffffffffffe00000000000000000,00000000000000000000000000000000,d451b8d6e1e1a0ebb155fbbf6e7b7dc3
fffffffffffffff00000000000000000,00000000000000000000000000000000,6898d4f42fa7ba6a10ac05e87b9f2080
fffffffffffffff80000000000000000,00000000000000000000000000000000,b611295e739ca7d9b50f8e4c0e754a3f
fffffffffffffffc0000000000000000,00000000000000000000000000000000,7d33fc7d8abe3ca1936759f8f5deaf20
fffffffffffffffe0000000000000000,00000000000000000000000000000000,3b5e0f566dc96c298f0c12637539b25c
ffffffffffffffff0000000000000000,00000000000000000000000000000000,f807c3e7985fe0f5a50e2cdb25c5109e
ffffffffffffffff8000000000000000,00000000000000000000000000000000,41f992a856fb278b389a62f5d274d7e9
ffffffffffffffffc000000000000000,00000000000000000000000000000000,10d3ed7a6fe15ab4d91acbc7d0767ab1
ffffffffffffffffe000000000000000,00000000000000000000000000000000,21feecd45b2e675973ac33bf0c5424fc
fffffffffffffffff000000000000000,00000000000000000000000000000000,1480cb3955ba62d09eea668f7c708817
fffffffffffffffff800000000000000,00000000000000000000000000000000,66404033d6b72b609354d5496e7eb511
fffffffffffffffffc00000000000000,00000000000000000000000000000000,1c317a220a7d700da2b1e075b00266e1
fffffffffffffffffe00000000000000,00000000000000000000000000000000,ab3b89542233f1271bf8fd0c0f403545
ffffffffffffffffff00000000000000,00000000000000000000000000000000,d93eae966fac46dca927d6b114fa3f9e
